smiles	title
O[C@H]1CCN2C[C@H](O)[C@@H](O)[C@H](O)[C@@H]12	Castanospermine
CCC1=C[C@@H]2CN3CCc4c([nH]c5ccccc45)[C@@](C2)([C@@H]13)C(=O)OC	Catharanthine
Cn1nc(cc1C(=O)N[C@@H](Cc1cccc(Cl)c1)C(=O)NCC#N)C(C)(C)C	Cathepsin inhibitor 1
Fc1ccc(cc1)-c1ccc(\C=C2\SC(=O)NC2=O)o1	(5E)-5-{[5-(4-Fluorophenyl)furan-2-yl]methylidene}-1,3-thiazolidine-2,4-dione
CCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(=O)CO	Cortexolone 17alpha-propionate
CN(C)\N=N\c1ccc(cc1)C(O)=O	1-(4-Carboxyphenyl)-3,3-dimethyltriazene
Cc1cc2c(cccc2n1-c1nc2CCOCc2c(NCc2ccccc2)n1)C(N)=O	CB-5083
FC(F)(F)Oc1cccc(CC(=O)Nc2ccc(CCCCc3nnc(NC(=O)Cc4ccccn4)s3)nn2)c1	CB-839
CCS(=O)(=O)N(Cc1cccnc1)c1cccc(c1)-c1ccc(cc1)C#N	CBiPES
N=C(NNc1ccccc1)c1ccccc1	N'-Anilinobenzenecarboximidamide
C1CCC(CC1)NSc1nc2ccccc2s1	N-Cyclohexyl-2-benzothiazolesulfenamide
CCN1C(=O)CN=C2NC=C(N=C12)c1ccc(nc1C)-c1nnc[nH]1	Cc-115
CO[C@H]1CC[C@@H](CC1)N1C(=O)CNc2ncc(nc12)-c1ccc(nc1)C(C)(C)O	
C(CN1CCCCC1)Oc1cccc(c1)-c1n[nH]c2ccc(cc12)-c1ncn[nH]1	CC-401
O[C@H]1CC[C@@H](CC1)Nc1ncc2nc(Nc3c(F)cc(F)cc3F)n([C@H]3CCOC3)c2n1	
O=c1cccc2[C@@H]3C[C@@H](CN(CCN4C[C@@H]5C[C@H](C4)c4cccc(=O)n4C5)C3)Cn12	(1R,9S)-11-[2-[(1R,9S)-6-Oxo-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-11-yl]ethyl]-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one
CC(ONC(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)C(=O)Nc1ccc(Cl)cc1	n-(2-(4-Chloroanilino)-1-methyl-2-oxoethoxy)-3,5-bis(trifluoromethyl)benzamide
Cc1ccc(cc1)-n1sc(=O)n(Cc2ccc(F)cc2)c1=O	4-(4-Fluorobenzyl)-2-p-tolyl-1,2,4-thiadiazolidine-3,5-dione
Cc1cccc(Oc2nc3c(C)cccn3c(=O)c2\C=C(/C#N)c2nc3ccccc3s2)c1	Ccg-63802
Cc1cccn2c1nc(Oc1ccc(F)cc1)c(\C=C(/C#N)c1nc3ccccc3s1)c2=O	Ccg-63808
Cc1cc(on1)C(=CNc1ccc(Cl)cc1)C(=O)Nc1ccc(Cl)cc1	3-(4-Chloroanilino)-N-(4-chlorophenyl)-2-(3-methyl-1,2-oxazol-5-yl)prop-2-enamide
OC(=O)Cc1cc2ccccc2nc1C(O)=O	2-Carboxy-3-carboxymethylquinoline
O=C(CN1C2=NCCN2c2ccccc12)c1ccc(cc1)-c1ccccc1	2-(1,2-Dihydroimidazo[1,2-a]benzimidazol-4-yl)-1-(4-phenylphenyl)ethanone
CCc1cc(-c2n[nH]c(C)c2-c2ccc3OCCOc3c2)c(O)cc1O	4-[4-(2,3-Dihydro-1,4-benzodioxin-6-YL)-3-methyl-1H-pyrazol-5-YL]-6-ethylbenzene-1,3-diol
NC1(Cc2ccc(Cl)cc2)CCN(CC1)c1ncnc2[nH]ccc12	4-(4-Chlorobenzyl)-1-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)piperidin-4-amine
CN(C)c1ccc(cc1)-c1nc2c(N3CCN(CC(=O)Nc4nccs4)CC3)c(Cl)cnc2[nH]1	Cct-129202
CN1CCN(CC1)c1ccc(cc1)-c1nc2c(N3CCN(Cc4cc(C)on4)CC3)c(Br)cnc2[nH]1	3-[[4-[6-Bromo-2-[4-(4-methylpiperazin-1-yl)phenyl]-1H-imidazo[4,5-b]pyridin-7-yl]piperazin-1-yl]methyl]-5-methyl-1,2-oxazole
OC(=O)c1ccc(cc1)-c1ccc2cc(O)c(cc2c1)C12CC3CC(CC(C3)C1)C2	4-[7-(1-Adamantyl)-6-hydroxynaphthalen-2-yl]benzoic acid
OC(=O)c1ccc2cc(ccc2c1)-c1ccc(O)c(c1)C12CC3CC(CC(C3)C1)C2	6-[3-(1-Adamantyl)-4-hydroxyphenyl]-2-naphthalenecarboxylic Acid
OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC8C(CO)OC(OC1C(O)C2O)C(O)C8O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O	Cycloheptaamylose
Nc1n[nH]c2nc3ccccc3nc12	1H-Pyrazolo[3,4-b]quinoxalin-3-amine
COC[C@H](C)N[C@H]1CC[C@@H](CC1)Nc1cc(c(Cl)cn1)-c1cccc(NCC2(CCOCC2)C#N)n1	
O=C(Nc1cc(nn1-c1ccccc1)-c1ccccc1)c1cccc(c1)C#N	3-Cyano-N-(1,3-diphenyl-1H-pyrazol-5-yl)benzamide
CC1CCc2c(cc(Br)c(F)c2Br)N1C=O	5,7-Dibromo-6-fluoro-2-methyl-3,4-dihydro-2H-quinoline-1-carbaldehyde
CN(C)[C@]1(CC[C@@]2(CC1)OCCc1c2[nH]c2ccc(F)cc12)c1ccccc1	
COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1	Cediranib
CC1CCC2C(C)(C)C3CC12CCC3(C)O	Cedran-8-ol
C[C@@H]1CC[C@H]2C(C)(C)[C@H]3C[C@@]12CC[C@@]3(C)O	Cedrol
N[C@@H](C(=O)N[C@H]1[C@H]2SCC(Cl)=C(N2C1=O)C(O)=O)c1ccccc1	Cefaclor
CC1=C(N2[C@H](SC1)[C@H](NC(=O)C(N)c1ccc(O)cc1)C2=O)C(O)=O	(6R,7R)-7-[[2-Amino-2-(4-hydroxyphenyl)acetyl]amino]-3-methyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid
NC(=O)c1cc[n+](CC2=C(N3[C@H](SC2)[C@H](NC(=O)Cc2cccs2)C3=O)C(O)=O)cc1	(6R,7R)-3-[(4-Carbamoylpyridin-1-ium-1-yl)methyl]-8-oxo-7-[(2-thiophen-2-ylacetyl)amino]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid
Cn1nnnc1SCC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](O)c1ccccc1)C2=O)C(O)=O	Cefamandole
Cn1nnnc1SCC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](OC=O)c1ccccc1)C2=O)C(O)=O	Cefamandole nafate
CC(C)N\C(SCC(=O)N[C@H]1[C@H]2SCC(COC(C)=O)=C(N2C1=O)C(O)=O)=N/C(C)C	Cefathiamidine
Cc1nnc(SCC2=C(N3[C@H](SC2)[C@H](NC(=O)Cn2cnnn2)C3=O)C(O)=O)s1	Cefazolin
CC\C=C(/C(=O)N[C@H]1[C@H]2SCC(COC(N)=O)=C(N2C1=O)C(=O)OCOC(=O)C(C)(C)C)c1csc(N)n1	Cefcapene pivoxil
Nc1nc(cs1)C(=N\O)\C(=O)N[C@H]1[C@H]2SCC(C=C)=C(N2C1=O)C(O)=O	Omnicef
CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(\C=C/c3scnc3C)=C(N2C1=O)C(=O)OCOC(=O)C(C)(C)C)c1csc(N)n1	Spectracef
CO\N=C(\C(=O)NC1C2SCC(C[N+]3(C)CCCC3)=C(N2C1=O)C(O)=O)c1csc(N)n1	7-[[(2E)-2-(2-Amino-1,3-thiazol-4-yl)-2-methoxyiminoacetyl]amino]-3-[(1-methylpyrrolidin-1-ium-1-yl)methyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid
CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(C)=C(N2C1=O)C(O)=O)c1csc(N)n1	Cefetamet
CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(C)=C(N2C1=O)C(=O)OCOC(=O)C(C)(C)C)c1csc(N)n1	Cefetamet pivoxil
Nc1nc(cs1)C(=N\OCC(O)=O)\C(=O)N[C@H]1[C@H]2SCC(C=C)=C(N2C1=O)C(O)=O	Cefixime
CO\N=C(\C(=O)NC1C2SCC(CSc3nnnn3C)=C(N2C1=O)C(O)=O)c1csc(N)n1	7-[[(2E)-2-(2-Amino-1,3-thiazol-4-yl)-2-methoxyiminoacetyl]amino]-3-[(1-methyltetrazol-5-yl)sulfanylmethyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid
CO[C@]1(NC(=O)CSCC#N)[C@H]2SCC(CSc3nnnn3C)=C(N2C1=O)C(O)=O	Cefmetazole
CO[C@]1(NC(=O)CSC[C@@H](N)C(O)=O)[C@H]2SCC(CSc3nnnn3C)=C(N2C1=O)C(O)=O	Cefminox
CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(CSc3nc(C)c(CC(O)=O)s3)=C(N2C1=O)C(O)=O)c1csc(N)n1	Cefodizime
O[C@@H](C(=O)N[C@H]1[C@H]2SCC(CSc3nnnn3CS(O)(=O)=O)=C(N2C1=O)C(O)=O)c1ccccc1	Cefonicid
CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SCC(CSc4nnnn4C)=C(N3C2=O)C(O)=O)c2ccc(O)cc2)C(=O)C1=O	Cefoperazone
NCc1ccccc1CC(=O)N[C@H]1[C@H]2SCC(CSc3nnnn3CC(O)=O)=C(N2C1=O)C(O)=O	Ceforanide
CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(Cn3ccc(=N)n3CCO)=C(N2C1=O)C(O)=O)c1csc(N)n1	Cefoselisum
CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(COC(C)=O)=C(N2C1=O)C(O)=O)c1csc(N)n1	Cefotaxime
CO[C@]1(NC(=O)C2SC(S2)=C(C(N)=O)C(O)=O)C2SCC(CSc3nnnn3C)=C(N2C1=O)C(O)=O	Ceftotan
CN(C)CCn1nnnc1SCC1=C(N2[C@H](SC1)[C@H](NC(=O)Cc1csc(N)n1)C2=O)C(O)=O	Cefotiam
CC(OC(=O)OC1CCCCC1)OC(=O)C1=C(CSc2nnnn2CCN(C)C)CSC2C(NC(=O)Cc3csc(N)n3)C(=O)N12	Cefotiam hexetil ester
CO[C@]1(NC(=O)Cc2cccs2)[C@H]2SCC(COC(N)=O)=C(N2C1=O)C(O)=O	Cefoxitin
CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(C[n+]3ccn4ncccc34)=C(N2C1=O)C(O)=O)c1nsc(N)n1	(6R,7R)-7-[[(2Z)-2-(5-Amino-1,2,4-thiadiazol-3-yl)-2-methoxyiminoacetyl]amino]-3-(imidazo[1,2-b]pyridazin-1-ium-1-ylmethyl)-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid
Cc1cc(O)c(cn1)C(=O)N[C@@H](C(=O)N[C@H]1[C@H]2SCC(CSc3nnnn3C)=C(N2C1=O)C(O)=O)c1ccc(O)cc1	Cefpiramide
CO\N=C(\C(=O)N[C@H]1[C@H]2SCC(C[n+]3cccc4CCCc34)=C(N2C1=O)C(O)=O)c1csc(N)n1	(6R,7R)-7-[[(2E)-2-(2-Amino-1,3-thiazol-4-yl)-2-methoxyiminoacetyl]amino]-3-(6,7-dihydro-5H-cyclopenta[b]pyridin-1-ium-1-ylmethyl)-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid
COCC1=C(N2[C@H](SC1)[C@H](NC(=O)C(=N/OC)\c1csc(N)n1)C2=O)C(=O)OC(C)OC(=O)OC(C)C	Vantin
C\C=C\C1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c1ccc(O)cc1)C2=O)C(O)=O	Cefprozil
CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)C1=CCC=CC1)C2=O)C(O)=O	Cephradine
NC(=O)c1cc[n+](CC2=C(N3[C@H](SC2)[C@H](NC(=O)[C@@H](c2ccccc2)S(O)(=O)=O)C3=O)C(O)=O)cc1	(6R,7R)-3-[(4-Carbamoylpyridin-1-ium-1-yl)methyl]-8-oxo-7-[[(2R)-2-phenyl-2-sulfoacetyl]amino]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid
CCO\N=C(\C(=O)N[C@H]1[C@H]2SCC(Sc3nc(cs3)-c3cc[n+](C)cc3)=C(N2C1=O)C(O)=O)c1nsc(NP(O)(O)=O)n1	(6R,7R)-7-[[(2E)-2-Ethoxyimino-2-[5-(phosphonoamino)-1,2,4-thiadiazol-3-yl]acetyl]amino]-3-[[4-(1-methylpyridin-1-ium-4-yl)-1,3-thiazol-2-yl]sulfanyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid
CC(C)(O\N=C(/C(=O)N[C@H]1[C@H]2SCC(C[n+]3ccccc3)=C(N2C1=O)C(O)=O)c1csc(N)n1)C(O)=O	(6R,7R)-7-[[(2Z)-2-(2-Amino-1,3-thiazol-4-yl)-2-(2-carboxypropan-2-yloxyimino)acetyl]amino]-8-oxo-3-(pyridin-1-ium-1-ylmethyl)-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid
CC(C)(O\N=C(\C(=O)N[C@H]1[C@H]2SCC(C[n+]3ccccc3)=C(N2C1=O)C(O)=O)c1csc(N)n1)C(O)=O	(6R,7R)-7-[[(2E)-2-(2-Amino-1,3-thiazol-4-yl)-2-(2-carboxypropan-2-yloxyimino)acetyl]amino]-8-oxo-3-(pyridin-1-ium-1-ylmethyl)-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid
Nc1nc(cs1)C(=C\CC(O)=O)\C(=O)N[C@H]1[C@H]2SCC=C(N2C1=O)C(O)=O	Ceftibuten
CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(CSC(=O)c3ccco3)=C(N2C1=O)C(O)=O)c1csc(N)n1	Ceftiofur
CO\N=C(/C(=O)N[C@H]1[C@H]2SCC=C(N2C1=O)C(O)=O)c1csc(N)n1	Ceftizoxime
CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(CSc3nc(=O)c(O)nn3C)=C(N2C1=O)C(O)=O)c1csc(N)n1	Ceftriaxone
CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(COC(N)=O)=C(N2C1=O)C(O)=O)c1ccco1	Zinacef
CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(COC(N)=O)=C(N2C1=O)C(=O)OC(C)OC(C)=O)c1ccco1	Ceftin
Cc1ccc(cc1)-c1cc(nn1-c1ccc(cc1)S(N)(=O)=O)C(F)(F)F	Celecoxib
CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(c1)C(C)=O	Celiprolol
Nn1cnc2cc3ccccc3cc2c1=O	Centazolone
CCC(=O)c1ccc(OCC(O)CN2CCN(CC2)c2ccccc2)cc1	Centpropazine
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(on4)C(C)(C)C(F)(F)F)c3)c2cc1OC	Agerafenib
CN1CCN(CC1)c1cccc(Nc2nc3c(cccn3n2)-c2ccc(cc2)S(C)(=O)=O)c1	N-[3-(4-Methylpiperazin-1-yl)phenyl]-8-(4-methylsulfonylphenyl)-[1,2,4]triazolo[1,5-a]pyridin-2-amine
CNC(=O)c1ccccc1Nc1nc(Nc2ccc3C[C@H](CCCc3c2OC)N2CCN(CCO)CC2)ncc1Cl	Cep-37440
CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c1ccccc1)C2=O)C(O)=O	Cephalexin
C\C=C(/C)C(=O)N[C@H]([C@@H](O)C(=O)O[C@H]1C[C@@]2(O)[C@@H](OC(=O)c3ccccc3)[C@@H]3[C@@]4(CO[C@@H]4C[C@H](O)[C@@]3(C)C(=O)[C@H](OC(C)=O)C(=C1C)C2(C)C)OC(C)=O)c1ccccc1	[(1S,2S,3R,4S,7R,9S,10S,12R,15S)-4,12-Diacetyloxy-1,9-dihydroxy-15-[(2R,3S)-2-hydroxy-3-[[(E)-2-methylbut-2-enoyl]amino]-3-phenylpropanoyl]oxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] benzoate
CC(=O)OCC1=C2N3C(SC1)[C@H](NC(=O)CCCC(N)C(=O)O[Zn]OC2=O)C3=O	Zinc;(7R)-3-(acetyloxymethyl)-7-[(5-amino-5-carboxylatopentanoyl)amino]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate
CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)Cc1cccs1)C2=O)C(O)=O	Cephalothin
CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)CSc1ccncc1)C2=O)C(O)=O	Cephapirin
COc1ccc2C[C@H]3N(C)CCc4cc(OC)c(Oc5c6OCOc6cc6CCN(C)[C@@H](Cc7ccc(Oc1c2)cc7)c56)cc34	Cepharanthine
CC1=C(N2C(SC1)[C@H](NC(=O)[C@H](N)C1=CCC=CC1)C2=O)C(O)=O	(7R)-7-[[(2R)-2-Amino-2-cyclohexa-1,4-dien-1-ylacetyl]amino]-3-methyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid
CCCCCCCCCCCCC\C=C\[C@@H](O)[C@H](CO)NC(C)=O	N-Acetylsphingosine
CC(C)Oc1cc(C2CCNCC2)c(C)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	Ceritinib
C\C=C\C\C=C\CCC(=O)[C@H]1O[C@H]1C(N)=O	Cerulenin
CCCCCCCCCCCCCCCCNc1ccc(cc1)C(O)=O	Cetaben
CCCCCCCCCCCCCCCCOc1nc2ccc(C)cc2c(=O)o1	Cetilistat
OC(=O)COCCN1CCN(CC1)C(c1ccccc1)c1ccc(Cl)cc1	Cetirizine
CCCCCCCCCCCCCCCC[N+](C)(C)C	Cetrimonium
CC(C)C[C@H](NC(=O)[C@@H](CCCNC(N)=O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1cccnc1)NC(=O)[C@@H](Cc1ccc(Cl)cc1)NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(C)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O	Cetrorelix
CCCCCCCCCCCCCCCC[n+]1ccccc1	Cetylpyridinium
C[C@H]1O[C@]2(CS1)CN1CCC2CC1.C[C@@H]1O[C@@]2(CS1)CN1CCC2CC1	(2R,5R)-2-Methylspiro[1,3-oxathiolane-5,3'-1-azabicyclo[2.2.2]octane];(2S,5S)-2-methylspiro[1,3-oxathiolane-5,3'-1-azabicyclo[2.2.2]octane]
CNCCCOc1cc(F)c(c(F)c1)-c1c(Cl)nc2ncnn2c1NC(C)C(F)(F)F	5-Chloro-6-[2,6-difluoro-4-[3-(methylamino)propoxy]phenyl]-N-(1,1,1-trifluoropropan-2-yl)-[1,2,4]triazolo[1,5-a]pyrimidin-7-amine
CNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(NCc3cccc(I)c3)nc(Cl)nc12	2-Cl-IB-Meca
COc1ccc(NC(=O)c2cc(OCCCN(C)C)nn2Cc2ccccc2)cc1	1H-Pyrazole-5-carboxamide, 3-(3-(dimethylamino)propoxy)-N-(4-methoxyphenyl)-1-(phenylmethyl)-
COc1cc2CC(=O)NN=C(c3ccc(N)cc3)c2cc1OC	1-(4-Aminophenyl)-7,8-dimethoxy-3,5-dihydro-2,3-benzodiazepin-4-one
OC(=O)c1ccc(cc1)\C=C1\SC(=S)N(C1=O)c1cccc(c1)C(F)(F)F	CFTRinh 172
Cc1c(N)cccc1Cn1ccc(OCCc2cccs2)cc1=O	1-(3-Amino-2-methylbenzyl)-4-(2-(thiophen-2-yl)ethoxy)pyridin-2(1H)-one
Nc1nc(c(s1)-c1ccncc1)-c1ccc(Cl)c(Cl)c1	4-(3,4-Dichlorophenyl)-5-(4-pyridinyl)-2-thiazolamine
[O-][N+](=O)c1cc(NC(=S)NC(NC(=O)C(c2ccccc2)c2ccccc2)C(Cl)(Cl)Cl)ccc1F	Diphenyl acetamidotrichloroethyl fluoronitrophenyl thiourea
COc1cc2CC(=O)N([C@@H](c3ccc(Cl)cc3)c2cc1OC(C)C)c1ccc(cc1)N(C)C[C@H]1CC[C@@H](CC1)N1CCN(C)C(=O)C1	
CC(C)(C)NCC(O)COc1cccc2[nH]c(O)nc12	4-(3-Tert-Butylamino-2-hydroxypropoxy)benzimidazol-2-one
CC(C)(Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C)C=O	3-(3,5-Ditert-butyl-4-hydroxyphenyl)-2,2-dimethylpropanal
Cn1cc(nc1-c1ccc(OCC(O)CNCCOc2ccc(O)c(c2)C(N)=O)cc1)C(F)(F)F	CID 2685
Clc1ccc2NC(=O)CSC(c3ccccc3Cl)c2c1	7-Chloro-5-(2-chlorophenyl)-1,5-dihydro-4,1-benzothiazepin-2(3H)-one
C\C(CP(O)(O)=O)=C/C(N)C(O)=O	2-Amino-4-methyl-5-phosphono-3-pentenoic acid
O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc12	4,5-Dianilinophthalimide
Fc1ccc(Nc2cc3C(=O)NC(=O)c3cc2Nc2ccc(F)cc2)cc1	5,6-Bis[(4-fluorophenyl)amino]-1H-isoindole-1,3(2H)-dione
C[C@H](NC[C@H](O)CP(O)(=O)CC1CCCCC1)c1ccc(Cl)c(Cl)c1	Cyclohexylmethyl-[(2S)-3-[[(1S)-1-(3,4-dichlorophenyl)ethyl]amino]-2-hydroxypropyl]phosphinic acid
C[C@H](NC[C@H](O)CP(O)(=O)Cc1ccccc1)c1ccc(Cl)c(Cl)c1	[(2S)-3-[[(1S)-1-(3,4-Dichlorophenyl)ethyl]amino]-2-hydroxypropyl]-(phenylmethyl)phosphinic acid
Nc1ncnc2[nH]nc(Nc3ccc(F)cc3)c12	N3-(4-Fluorophenyl)-1h-pyrazolo[3,4-d]pyrimidine-3,4-diamine
OCCCNc1cc(ccn1)-c1ccnc(Nc2cccc(Cl)c2)n1	3-[[4-[2-[(3-Chlorophenyl)amino]-4-pyrimidinyl]-2-pyridinyl]amino]-1-propanol
Nc1nc(NC[C@H]2CC[C@H](CNS(=O)(=O)c3cccc4ccccc34)CC2)nc2ccccc12	
CCn1cnc2c(Nc3cccc(Cl)c3)nc(N[C@@H]3CCCC[C@@H]3N)nc12	9H-Purine-2,6-diamine, N2-(2-aminocyclohexyl)-N6-(3-chlorophenyl)-9-ethyl-, cis-
C[C@@H](NCc1cc(Br)cc2[nH]c(=O)c(=O)[nH]c12)P(O)(O)=O	[(1S)-1-{[(7-Bromo-2,3-dioxo-1,2,3,4-tetrahydroquinoxalin-5-yl)methyl]amino}ethyl]phosphonic acid
CC(C)(CO)Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C	2,6-Ditert-butyl-4-(3-hydroxy-2,2-dimethylpropyl)phenol
Nc1nc2ccc(Cl)cc2c2nc(nn12)-c1ccco1	9-Chloro-2-(2-furyl)-(1,2,4)triazolo(1,5-c)quinazolin-5-imine
COc1ccc(cc1)-n1nc2c3CCCCCc3[nH]cc2c1=O	
CCNC(=O)[C@H]1O[C@H]([C@@H](O)[C@@H]1O)n1cnc2c(N)nc(NCCc3ccc(CCC(O)=O)cc3)nc12	3-[4-[2-[[6-Amino-9-[(2R,3S,4S,5S)-5-(ethylcarbamoyl)-3,4-dihydroxyoxolan-2-yl]purin-2-yl]amino]ethyl]phenyl]propanoic acid
Clc1ccc(cc1)-n1[nH]c2c(cnc3ccccc23)c1=O	2-(4-Chlorophenyl)-1,2-dihydro-3h-pyrazolo[4,3-c]quinolin-3-one
Cc1nc(Cn2cnc3n(C)c(=O)n(C)c(=O)c23)no1	7-((5-Methyl-1,2,4-oxadiazol-3-yl)methyl)theophylline
Cc1nc2ccc(cc2[nH]1)-n1ncc(C(=O)c2cc3ccccc3[nH]2)c1N	Debio-1347
Cc1cc(ccc1NC(=O)c1ccnn1C)\N=N\c1ccccc1C	CH-223191
CS(=O)(=O)N1CCc2c1nc(nc2-c1cnc(N)nc1)N1CCOCC1	5-(7-(Methylsulfonyl)-2-morpholino-6,7-dihydro-5H-pyrrolo[2,3-d]pyrimidin-4-yl)pyrimidin-2-amine
CC(C)(C)c1cc(cc(c1)C(C)(C)C)C(=O)\C=C\c1ccc(cc1)C(O)=O	3,5-Di-tert-butylchalcone
OC(=O)C(\C#N)=C\c1ccc(O)cc1	alpha-Cyano-4-hydroxycinnamic acid
C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	Chenodeoxycholic acid
OC(=O)C1(CC1)c1ccc(c(F)c1)-c1ccc(Cl)c(Cl)c1	1-(3',4'-Dichloro-2-Fluorobiphenyl-4-Yl)cyclopropanecarboxylic Acid
COc1cc(ccc1\N=N\c1ccc2c(cc(c(N)c2c1O)S(O)(=O)=O)S(O)(=O)=O)-c1ccc(\N=N\c2ccc3c(cc(c(N)c3c2O)S(O)(=O)=O)S(O)(=O)=O)c(OC)c1	Direct Blue 1
Nc1ccc(F)cc1NC(=O)c1ccc(CNC(=O)\C=C\c2cccnc2)cc1	Chidamide
Oc1c(I)cc(c2cccnc12)S(O)(=O)=O	8-Hydroxy-7-iodoquinoline-5-sulfonic acid
Clc1ccc2[nH]c(=O)c(-c3nc4ccccc4[nH]3)c(N[C@@H]3CN4CCC3CC4)c2c1	4-[(3s)-1-Azabicyclo[2.2.2]oct-3-Ylamino]-3-(1h-Benzimidazol-2-Yl)-6-Chloroquinolin-2(1h)-One
Nc1nc(NCCNc2ncc(c(n2)-c2ccc(Cl)cc2Cl)-n2ccnc2)ccc1[N+]([O-])=O	6-N-[2-[[4-(2,4-Dichlorophenyl)-5-imidazol-1-ylpyrimidin-2-yl]amino]ethyl]-3-nitropyridine-2,6-diamine
Cc1c[nH]c(n1)-c1cnc(NCCNc2ccc(cn2)C#N)nc1-c1ccc(Cl)cc1Cl	Chir-99021
OCC(O)[C@H]1O[C@@H]2O[C@@H](O[C@@H]2[C@H]1O)C(Cl)(Cl)Cl	1-[(2R,3Ar,5R,6S,6aR)-6-hydroxy-2-(trichloromethyl)-3a,5,6,6a-tetrahydrofuro[2,3-d][1,3]dioxol-5-yl]ethane-1,2-diol
OC(=O)CCCc1ccc(cc1)N(CCCl)CCCl	Chlorambucil
Cc1ccc(cc1)S(=O)(=O)NCl	N-Chloro-p-toluenesulfonamide
OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc(cc1)[N+]([O-])=O	Chloramphenicol
CCCCCCCCCCCCCCCC(=O)OC[C@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc(cc1)[N+]([O-])=O	[(2S,3R)-2-[(2,2-Dichloroacetyl)amino]-3-hydroxy-3-(4-nitrophenyl)propyl] hexadecanoate
